202;...2;...3;...4;codes;category;scheme;pre1;pre2;pre3;phrase;feature;subst;ar;regex;repl;regexcor;test;version;regxmean
NA;NA;NA;NA;unklar;3;NA;%;C;OM;cmnt;NA;%COM: cmnt NA;60;(#ahmt die Mundform nach#)|(#Bewegung der Hanteln#)|(#Streicheln#)|(#seufzen#)|(9ck Q or S)|(9check tape for speaker)|(unklar)|(unverstaenglich)|(9doesn't comprehend passive);NA;unklar;NA;v2_9;6
NA;NA;NA;NA;unverstaenglich;3;NA;%;C;OM;cmnt;NA;%COM: cmnt NA;60;(#ahmt die Mundform nach#)|(#Bewegung der Hanteln#)|(#Streicheln#)|(#seufzen#)|(9ck Q or S)|(9check tape for speaker)|(unklar)|(unverstaenglich)|(9doesn't comprehend passive);NA;unverstaenglich;NA;v2_9;15
NA;NA;NA;NA;9no pl /num;1;NA;%;0;PL;zero;plural/numeral;%0PL: zero plural/numeral;68;(9no pl /num);NA;9no pl /num;NA;v2_9;11
NA;NA;NA;NA;9nst existential;1;NA;%;N;EX;nonstandard;existential;%NEX: nonstandard existential;37;(#9nst existential#)|(9nst ext#)|(9nst ext#)|(9nst existential);NA;9nst existential;NA;v2_9;16
NA;NA;NA;NA;9nst art;1;NA;%;N;AR;nonstandard;article;%NAR: nonstandard article;33;(#9nst art#)|(<#NAR#>)|(9nst art);NA;9nst art;NA;v2_9;8
NA;NA;NA;NA;cop is/s;1;NA;%;N;CP;nonstandard;copula;%NCP: nonstandard copula;69;(cop is/s);NA;cop is/s;NA;v2_9;8
NA;NA;NA;NA;9nst verb form;1;NA;%;N;VP;nonstandard;VP;%NVP: nonstandard VP;48;(#9nst verb#)|(<#NVP#>)|(9verb)|(9nst verb form);NA;9nst verb form;NA;v2_9;14
NA;NA;NA;NA;90 refl pro;1;NA;%;0;RP;zero;reflexive;%0RP: zero reflexive;70;(90 refl pro);NA;90 refl pro;NA;v2_9;11
NA;NA;NA;NA;9doesn't comprehend passive;3;NA;%;C;OM;cmnt;NA;%COM: cmnt NA;60;(#ahmt die Mundform nach#)|(#Bewegung der Hanteln#)|(#Streicheln#)|(#seufzen#)|(9ck Q or S)|(9check tape for speaker)|(unklar)|(unverstaenglich)|(9doesn't comprehend passive);NA;9doesn't comprehend passive;NA;v2_9;27
NA;NA;NA;NA;9nst aux;1;NA;%;N;AU;nonstandard;auxiliary;%NAU: nonstandard auxiliary;71;(9nst aux);NA;9nst aux;NA;v2_9;8
NA;NA;NA;NA;90 predicate;1;NA;%;0;PD;zero;predicate;%0PD: zero predicate;72;(90 predicate);NA;90 predicate;NA;v2_9;12
NA;NA;NA;NA;90  art;1;NA;%;0;AR;zero;article;%0AR: zero article;3;(prep 90 art#)|(90 art#)|(# 90 art\.)|(prep 90 art#)|(90 art#)|(90 art)|(90 art)|(90 art)|(#90 art)|(90 art\.)|(#90 art\.#)|(#90 art#)|(#9 0 art#)|(#0 art#)|(#90 art\?#)|(<#0AR#>)|(90  art);NA;90  art;NA;v2_9;7
NA;NA;NA;NA;90 verb;1;NA;%;0;VP;zero;VP;%0VP: zero VP;13;(90 verb)|(#90 verb#)|(<#0VP#>)|(90 verb);NA;90 verb;NA;v2_9;7
NA;NA;NA;NA;9vocab;1;NA;%;N;VC;nonstandard;vocab;%NVC: nonstandard vocab;73;(9vocab);NA;9vocab;NA;v2_9;6
NA;NA;NA;NA;90 existential;1;NA;%;0;EX;zero;existential;%0EX: zero existential;74;(90 existential);NA;90 existential;NA;v2_9;14
NA;NA;NA;NA;9std rel except case;1;NA;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;46;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);NA;9std rel except case;NA;v2_9;20
